Copyright (c) James G. MacKinnon, 1999
ecmnc     5  5  7   25
 -0.57167691E+01 -0.28539222E+02 -0.64206537E-01 -0.51095114E-02 0.41688931E-02
 -0.55551977E+01 -0.25254324E+02 -0.49644361E-01 -0.35253615E-02 0.26165293E-02
 -0.53282784E+01 -0.21220156E+02 -0.22300342E-01 -0.34360410E-02 0.20038368E-02
 -0.51488075E+01 -0.17692098E+02 -0.25558198E-01 -0.17680350E-02 0.14824240E-02
 -0.49569880E+01 -0.14765205E+02 -0.10319748E-01 -0.21030011E-02 0.10696848E-02
 -0.48387138E+01 -0.13129668E+02 -0.57713980E-03 -0.24274618E-02 0.93898215E-03
 -0.47518759E+01 -0.11857362E+02 0.53034064E-03 -0.22499436E-02 0.85023289E-03
 -0.46832259E+01 -0.10891917E+02 0.23444976E-02 -0.22323619E-02 0.74768494E-03
 -0.46256249E+01 -0.10108593E+02 0.24128296E-02 -0.19952281E-02 0.71159267E-03
 -0.45760154E+01 -0.94326014E+01 0.18432878E-02 -0.17735011E-02 0.67782562E-03
 -0.45327229E+01 -0.88040995E+01 0.28041162E-03 -0.15617135E-02 0.64497759E-03
 -0.44937585E+01 -0.82379045E+01 -0.34166921E-02 -0.10421679E-02 0.60701622E-03
 -0.44580445E+01 -0.78467738E+01 -0.15601418E-02 -0.11547063E-02 0.58867090E-03
 -0.43169041E+01 -0.60767687E+01 -0.59968224E-02 -0.43181051E-03 0.50531198E-03
 -0.42107144E+01 -0.49823813E+01 -0.31679113E-02 -0.62075881E-03 0.45808311E-03
 -0.41253635E+01 -0.40709357E+01 -0.45406629E-02 -0.43380468E-03 0.42280335E-03
 -0.40535077E+01 -0.32976146E+01 -0.74470687E-02 -0.10957196E-03 0.38821248E-03
 -0.39905052E+01 -0.27266604E+01 -0.64796136E-02 -0.21500553E-03 0.36823632E-03
 -0.39344310E+01 -0.22222336E+01 -0.69583294E-02 -0.13584669E-03 0.35011754E-03
 -0.38836875E+01 -0.17800088E+01 -0.72591457E-02 -0.11674033E-03 0.35080168E-03
 -0.38372640E+01 -0.13970458E+01 -0.71286467E-02 -0.12597967E-03 0.34440786E-03
 -0.37944103E+01 -0.10613105E+01 -0.64164001E-02 -0.22496785E-03 0.33218256E-03
 -0.37545581E+01 -0.73680262E+00 -0.65207436E-02 -0.24776815E-03 0.32221865E-03
 -0.37172170E+01 -0.42517448E+00 -0.73335959E-02 -0.18550378E-03 0.31534906E-03
 -0.36819362E+01 -0.14232304E+00 -0.80218149E-02 -0.13670785E-03 0.30953524E-03
 -0.36484125E+01 0.91975218E-01 -0.80334417E-02 -0.13175871E-03 0.29472734E-03
 -0.36164442E+01 0.29370490E+00 -0.71698352E-02 -0.21987320E-03 0.28824660E-03
 -0.35860492E+01 0.50967660E+00 -0.72561490E-02 -0.23792536E-03 0.27753810E-03
 -0.35568590E+01 0.70149515E+00 -0.73156979E-02 -0.23719417E-03 0.27801962E-03
 -0.35289795E+01 0.91410894E+00 -0.83789856E-02 -0.15148733E-03 0.27831042E-03
 -0.35020265E+01 0.10976321E+01 -0.89074606E-02 -0.11419235E-03 0.27230968E-03
 -0.34759171E+01 0.12634780E+01 -0.90349592E-02 -0.11526393E-03 0.26398734E-03
 -0.34507044E+01 0.14139431E+01 -0.87932903E-02 -0.15644599E-03 0.26068301E-03
 -0.34263095E+01 0.15642916E+01 -0.88809916E-02 -0.16792731E-03 0.26068195E-03
 -0.34026751E+01 0.17239850E+01 -0.95319140E-02 -0.12798982E-03 0.25938320E-03
 -0.33796451E+01 0.18539821E+01 -0.95085026E-02 -0.13110979E-03 0.25377159E-03
 -0.33572716E+01 0.19930789E+01 -0.99437069E-02 -0.10341057E-03 0.25391209E-03
 -0.33354738E+01 0.21277477E+01 -0.10369839E-01 -0.82084929E-04 0.25384994E-03
 -0.33142364E+01 0.22609654E+01 -0.11051817E-01 -0.31008519E-04 0.24910059E-03
 -0.32933547E+01 0.23681721E+01 -0.10994659E-01 -0.44328921E-04 0.24519798E-03
 -0.32729386E+01 0.24747116E+01 -0.11016345E-01 -0.50635155E-04 0.23914937E-03
 -0.32530333E+01 0.25850152E+01 -0.11169640E-01 -0.56882006E-04 0.23463397E-03
 -0.32334591E+01 0.26941026E+01 -0.11497226E-01 -0.35938745E-04 0.23607676E-03
 -0.32143348E+01 0.27961570E+01 -0.11630645E-01 -0.41518067E-04 0.23381023E-03
 -0.31955964E+01 0.29082721E+01 -0.12293144E-01 0.36805196E-05 0.23000724E-03
 -0.31771192E+01 0.30082891E+01 -0.12754944E-01 0.34822740E-04 0.23069621E-03
 -0.31589348E+01 0.30870750E+01 -0.12316814E-01 -0.26089635E-04 0.23332686E-03
 -0.31411069E+01 0.31779035E+01 -0.12497387E-01 -0.18650792E-04 0.23118066E-03
 -0.31235355E+01 0.32670782E+01 -0.12764842E-01 -0.80673406E-05 0.22568763E-03
 -0.31061713E+01 0.33400416E+01 -0.12401059E-01 -0.60434392E-04 0.22067939E-03
 -0.30891453E+01 0.34271384E+01 -0.12751091E-01 -0.38095764E-04 0.21864030E-03
 -0.30723678E+01 0.35160238E+01 -0.13329451E-01 0.74548322E-05 0.21757599E-03
 -0.30557217E+01 0.35834280E+01 -0.13003569E-01 -0.40482045E-04 0.21559994E-03
 -0.30394504E+01 0.36725488E+01 -0.13608795E-01 0.99214224E-07 0.21085081E-03
 -0.30232720E+01 0.37460669E+01 -0.13839706E-01 0.13863328E-04 0.20910090E-03
 -0.30073359E+01 0.38298473E+01 -0.14472202E-01 0.61032940E-04 0.21038471E-03
 -0.29915424E+01 0.38958530E+01 -0.14447162E-01 0.43833618E-04 0.21050114E-03
 -0.29759412E+01 0.39701730E+01 -0.14855025E-01 0.69301299E-04 0.20797163E-03
 -0.29604690E+01 0.40337577E+01 -0.14990161E-01 0.75556018E-04 0.20702220E-03
 -0.29452076E+01 0.41009972E+01 -0.15128547E-01 0.74696559E-04 0.20426969E-03
 -0.29300538E+01 0.41656946E+01 -0.15461973E-01 0.10260253E-03 0.20388313E-03
 -0.29150766E+01 0.42299072E+01 -0.15659151E-01 0.10620382E-03 0.20175954E-03
 -0.29001581E+01 0.42842053E+01 -0.15699550E-01 0.10512892E-03 0.20368967E-03
 -0.28854789E+01 0.43532387E+01 -0.16314960E-01 0.15715300E-03 0.20402136E-03
 -0.28708472E+01 0.44019155E+01 -0.16111976E-01 0.12822523E-03 0.20278590E-03
 -0.28563092E+01 0.44526410E+01 -0.16065629E-01 0.11082324E-03 0.20178902E-03
 -0.28418909E+01 0.45073233E+01 -0.16281275E-01 0.11727869E-03 0.19959053E-03
 -0.28276956E+01 0.45733051E+01 -0.16939947E-01 0.17181061E-03 0.19922725E-03
 -0.28135665E+01 0.46340674E+01 -0.17442414E-01 0.20968853E-03 0.20100101E-03
